"document_id","field_name","status","answer_raw","answer_normalized","matched_expression","representative_source_type","representative_location","source_excerpt_redacted","additional_locations","confidence","review_reason","decision_note","source_review_completed","source_review_method","reviewer","source_context_note","discarded_candidates","discarded_reason"
"RFP-000026","사업기간","value_present","2025년 1월 1일부터 2025년 12월 31일까지","2025년 1월 1일부터 2025년 12월 31일까지","과업의 기간","body_table","{""document_id"":""RFP-000026"",""file"":""기초과학연구원_2025년도 중이온가속기용 극저온시스템 운전 용역.md"",""heading"":""<tr><td colspan=\""7\"">2. 과업범위 및 일정<br>본 과업의 범위는 아래와 같다. 해당 항목의 세부 업무내용은 “3. 과업 내용”에서 기술한<br>다. 계약자는 본 과업을 수행하기 위해 적절한 지식 또"",""line"":68}","<tr><td colspan=""7"">2. 과업범위 및 일정<br>본 과업의 범위는 아래와 같다. 해당 항목의 세부 업무내용은 “3. 과업 내용”에서 기술한<br>다. 계약자는 본 과업을 수행하기 위해 적절한 지식 또는 능력을 보유하고 있는 적정 수의 운<br>전 [이름 가림] 연구원에게 제공하여야 한다.<br>• 가동기간의 극저온시스템 운전 업무 (24시간 운전)<br>- 극저온시스템 모니터링<br>- 극저온시스템 주요 수치 기록 및 분석<br>- 극저온시스템 제어<br>- 기타 가동기간에 필요한 운전 업무<br>• 휴지기간의 극저온시스템 운전 업무 (주간 운전)<br>- 유지보수 등을 위한 극저온시스템 제어<br>- 유지보수 등을 위한 극저온시스템 모니터링<br>- 유지보수 등을 위한 극저온시스템 주요 수","","semantic_reviewed","","같은 표 셀 안 과업범위 뒤에 명시된 현재 과업기간으로 확정","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","2. 과업범위 및 일정 절의 현재 과업기간","field_absent","현재 문서에 과업기간이 명시돼 있음"
"RFP-000028","사업기간","value_present","계약일로부터 3개월","계약일로부터 3개월","사업기간","front_matter","{""document_id"":""RFP-000028"",""file"":""남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.md"",""heading"":""<tr><td colspan=\""3\"">□ 사업명: [혁신-국고]스마트 정보시스템 활성화(학사행정 암호화)<br>□ 사업기간: 계약일로부터 3개월<br>* 본 사업은 “소프트웨어 개발사업 적정 사업기간 산정 기준에 따른"",""line"":69}","<tr><td colspan=""3"">□ 사업명: [혁신-국고]스마트 정보시스템 활성화(학사행정 암호화)<br>□ 사업기간: 계약일로부터 3개월<br>* 본 사업은 “소프트웨어 개발사업 적정 사업기간 산정 기준에 따른 사업”임<br>□ 사업비: 70,000,000원(VAT 포함)<br>□ 계약방법: 협상에 의한 계약(제한경쟁입찰)</td></tr>","","semantic_reviewed","","사업명·사업비·계약방법을 섞지 않고 기간만 분리","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","사업 개요 한 줄에 함께 적힌 사업기간","사업명·사업기간·사업비·계약방법 전체","사업기간 외 필드가 섞인 값"
"RFP-000028","예산","value_present","70,000,000원(VAT 포함)","70,000,000원(VAT 포함)","사업비","front_matter","{""document_id"":""RFP-000028"",""file"":""남서울대학교_[혁신-국고] 남서울대학교 스마트 정보시스템 활성화(학사.md"",""heading"":""<tr><td colspan=\""3\"">□ 사업명: [혁신-국고]스마트 정보시스템 활성화(학사행정 암호화)<br>□ 사업기간: 계약일로부터 3개월<br>* 본 사업은 “소프트웨어 개발사업 적정 사업기간 산정 기준에 따른"",""line"":69}","<tr><td colspan=""3"">□ 사업명: [혁신-국고]스마트 정보시스템 활성화(학사행정 암호화)<br>□ 사업기간: 계약일로부터 3개월<br>* 본 사업은 “소프트웨어 개발사업 적정 사업기간 산정 기준에 따른 사업”임<br>□ 사업비: 70,000,000원(VAT 포함)<br>□ 계약방법: 협상에 의한 계약(제한경쟁입찰)</td></tr>","","semantic_reviewed","","사업명·기간·계약방법을 섞지 않고 사업비만 분리","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","사업 개요 한 줄에 함께 적힌 사업비","사업명·사업기간·사업비·계약방법 전체","예산 외 필드가 섞인 값"
"RFP-000037","사업 개요","value_present","우즈벡-키르기즈스탄 기후변화대응 스마트 관개시스템 구축사업 / Strengthening Climate Resilience through Introduction of Innovative Smart Techniques in Flood and Drought Management in Ozbekistan-Kyrgyzstan","우즈벡-키르기즈스탄 기후변화대응 스마트 관개시스템 구축사업 / Strengthening Climate Resilience through Introduction of Innovative Smart Techniques in Flood and Drought Management in Ozbekistan-Kyrgyzstan","용역명","front_matter","{""document_id"":""RFP-000037"",""file"":""사단법인아시아물위원회사무국_우즈벡-키르기즈스탄 기후변화대응 스.md"",""heading"":""❍ (국문) 우즈벡-키르기즈스탄 기후변화대응 스마트 관개시스템 구축사업"",""line"":103}","❍ (국문) 우즈벡-키르기즈스탄 기후변화대응 스마트 관개시스템 구축사업
❍ (영문) Strengthening Climate Resilience through Introduction of Innovative Smart Techniques in Flood and Drought Management in Ozbekistan-Kyrgyzstan","[{""heading"":""❍ (영문) Strengthening Climate Resilience through Introduction of Innovative Smart Techniques in Flood and Drought Management in Ozbekistan-Kyrgyzstan"",""line"":105,""source_type"":""front_matter""}]","semantic_reviewed","","용역기간·금액·대상지를 섞지 않고 국문·영문 용역명만 결합","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","1. 용역 개요의 국문·영문 용역명","용역명·기간·금액·대상지 전체","사업 개요에 다른 필드 값이 섞인 값"
"RFP-000004","평가 배점","value_present","기술평가 90점, 가격평가 10점, 합계 100점","[""기술평가 90점, 가격평가 10점, 합계 100점""]","평가비율","body_sentence","{""document_id"":""RFP-000004"",""file"":""(재)예술경영지원센터_통합 정보시스템 구축 사전 컨설팅.md"",""heading"":""- 행정기관 및 공공기관 정보시스템 구축·운영 지침 제18조에 의거, 평가비율은 기술평가 90%와 가격평가 10%로 하며, 기술평가점수와 가격평가점수를 합산하여 종합평가점수를 산출함"",""line"":702}","- 행정기관 및 공공기관 정보시스템 구축·운영 지침 제18조에 의거, 평가비율은 기술평가 90%와 가격평가 10%로 하며, 기술평가점수와 가격평가점수를 합산하여 종합평가점수를 산출함
<tr><td colspan=""2"">입찰가격평가<br>(10점)</td><td>입찰가격 평점 산식에 의함</td><td>10</td></tr>
<tr><td colspan=""2"">총계</td><td></td><td>100점</td></tr>","[{""heading"":""<tr><td colspan=\""2\"">입찰가격평가<br>(10점)</td><td>입찰가격 평점 산식에 의함</td><td>10</td></tr>"",""line"":723,""source_type"":""body_sentence""},{""heading"":""<tr><td colspan=\""2\"">총계</td><td></td><td>100점</td></tr>"",""line"":724,""source_type"":""body_sentence""}]","semantic_reviewed","","발표 일정·평가 절차 전체 대신 실제 상위 배점만 확정","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제안평가방법의 평가비율 문장과 평가표 합계","제안심사 일정과 발표 유의사항 전체","배점 값이 아닌 평가 운영 안내"
"RFP-000019","제출 방식","value_present","제안서는 온라인으로 제출하며 세부 일시·장소는 입찰공고문을 참조한다.","제안서는 온라인으로 제출하며 세부 일시·장소는 입찰공고문을 참조한다.","온라인 제출","body_sentence","{""document_id"":""RFP-000019"",""file"":""국립인천해양박물관_국립인천해양박물관 해양자료관리시스템 구축 용.md"",""heading"":""- 일시 및 장소 : 입찰공고문 참조하여 온라인 제출"",""line"":877}","- 일시 및 장소 : 입찰공고문 참조하여 온라인 제출","","semantic_reviewed","","보안·평가 유의사항을 섞지 않고 실제 제출 방식만 확정","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","입찰서류 및 제안서 제출안내 절의 제안서 접수 문장","제안 설명회·보안 유지·제안서 효력 전체","제출 방식이 아닌 후속 안내"
"RFP-000040","제출 방식","value_present","서울시립대학교 입학처에 직접 제출하며 우편 및 이메일 접수는 받지 않는다.","서울시립대학교 입학처에 직접 제출하며 우편 및 이메일 접수는 받지 않는다.","제안서 제출","body_table","{""document_id"":""RFP-000040"",""file"":""서울시립대학교_[사전공개] 학업성취도 다차원 종단분석 통합시스템 1차.md"",""heading"":""<tr><td rowspan=\""3\""><제안서 제출><br>서울시립대학교입학처</td><td colspan=\""2\"">① 입찰참가 공문 1부(대표자 인감 날인)<br>② 입찰참가신청서 1부<br>③ 가격입찰서[별지서식 6"",""line"":1009}","<tr><td rowspan=""3""><제안서 제출><br>서울시립대학교입학처</td><td colspan=""2"">① 입찰참가 공문 1부(대표자 인감 날인)<br>② 입찰참가신청서 1부<br>③ 가격입찰서[별지서식 6] 및 가격제안서[별지서식 7] 1부<br>※ 제출 시 [별지서식 6] 및 [별지서식 7]을 넣고 밀봉 후 대<br>표자 인감을 날인하여 제출<br>④ 제안서 평가본 포함 10부<br>- 제안서 원본 1부<br>- 평가본 및 평가본 요약서 각 9부<br>※ 발표자료는 제안서 제출 시 함께 제출할 것<br>※ 제안서 평가본은 표지 및 내용에 회사명, 회사로고, 대<br>표자성명 등 회사 식별정보를 제외하고 작성할 것<br>※ 평가본은 제안서 제출시 pdf파일 제출하며, 제안서 원<br>본은 최종 계","[{""heading"":""### - 공고서의 정한 기간 내에 입찰서류 및 제안서를 제출하지 않은 경우 제안"",""line"":1024,""source_type"":""body_table""},{""heading"":""### 의사가 없는 것으로 간주하며 우편 및 이메일 접수는 받지 않음"",""line"":1026,""source_type"":""body_table""}]","semantic_reviewed","","제출서류 전체를 섞지 않고 제출장소와 허용 방식만 확정","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제안서 제출 표의 장소와 특이사항의 우편·이메일 불가 문장","제출장소와 제출서류 전체","제출 방식 필드에 서류 목록이 과도하게 섞임"
"RFP-000042","제출 방식","value_present","서울시청 공간정보담당관(서소문별관 1동 3층)에 직접 제출하며 우편 및 이메일 접수는 받지 않는다.","서울시청 공간정보담당관(서소문별관 1동 3층)에 직접 제출하며 우편 및 이메일 접수는 받지 않는다.","제안서 제출","body_table","{""document_id"":""RFP-000042"",""file"":""서울특별시_2024년 지도정보 플랫폼 및 전문활용 연계 시스템 고도화 용.md"",""heading"":""<tr><td colspan=\""2\"">① 입찰참가 공문 1부(대표자 인감 날인)<br>② 입찰참가신청서 1부<br>③ 가격입찰서[별지서식 6] 및 가격제안서[별지서식 7] 1부<br>※ 제출 시 [별지서식 6] 및 ["",""line"":1422}","<tr><td colspan=""2"">① 입찰참가 공문 1부(대표자 인감 날인)<br>② 입찰참가신청서 1부<br>③ 가격입찰서[별지서식 6] 및 가격제안서[별지서식 7] 1부<br>※ 제출 시 [별지서식 6] 및 [별지서식 7]을 넣고 밀봉 후 대표자<br>인감을 날인하여 제출<br><제안서 제출> ④ 제안서 평가본 포함 10부<br>- 제안서 원본 1부<br>서울시청 - 평가본 및 평가본 요약서 각 9부<br>공간정보담당관 ※ 발표자료는 제안서 제출 시 함께 제출할 것<br>※ 제안서 평가본은 표지 및 내용에 회사명, 회사로고, 대표자성명서울시청<br>등 회사 식별정보를 제외하고 작성할 것<br>(서소문별관)<br>1동 3층 ※ 평가본은 제안서 제출시 pdf파일 제출하며, 제안서 원본은 최<br>종 계약업","[{""heading"":""- - 문의처(사업부서) : 서울시청 공간정보담당관"",""line"":1454,""source_type"":""body_table""},{""heading"":""의사가 없는 것으로 간주하며 우편 및 이메일 접수는 받지 않음"",""line"":1460,""source_type"":""body_table""}]","semantic_reviewed","","제출서류 전체를 섞지 않고 제출장소와 허용 방식만 확정","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제안서 제출 표의 장소와 특이사항의 우편·이메일 불가 문장","입찰참가 등록·가격투찰·제출서류 전체","제출 방식 외 정보가 과도하게 섞임"
"RFP-000063","필수 제출 서류","external_reference","모든 제출 서류는 입찰공고문에 따름","[""모든 제출 서류는 입찰공고문에 따름""]","제출서류","body_sentence","{""document_id"":""RFP-000063"",""file"":""축산물품질평가원_꿀 품질평가 전산시스템 기능개선 사업.md"",""heading"":""❍ 제출서류 : 모든 제출 서류는 ”입찰공고문”에 의함"",""line"":1369}","❍ 제출서류 : 모든 제출 서류는 ”입찰공고문”에 의함","","semantic_reviewed","현재 문서에는 필수 제출 서류의 실제 값 대신 ‘모든 제출 서류는 입찰공고문에 따름’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","외부 공고 참조 뒤의 평가·발표 안내를 서류 목록으로 섞지 않음","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출서류 항목이 전체 서류를 입찰공고문에 위임","외부 참조 이후 평가·발표 안내 전체","필수 제출 서류가 아닌 후속 절"
"RFP-000064","필수 제출 서류","external_reference","입찰공고문 참조","[""입찰공고문 참조""]","제출서류","body_sentence","{""document_id"":""RFP-000064"",""file"":""축산물품질평가원_축산물이력관리시스템 개선(정보화 사업).md"",""heading"":""❍ 입찰공고문 참조"",""line"":1485}","❍ 입찰공고문 참조","","semantic_reviewed","현재 문서에는 필수 제출 서류의 실제 값 대신 ‘입찰공고문 참조’라고 안내되어 있습니다. 실제 값은 입찰공고문을 확인해 주세요.","외부 공고 참조 뒤의 다른 절을 서류로 섞지 않음","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","라. 제출서류 항목의 유일한 값","제출 일정·지식재산권·유의사항 전체","필수 제출 서류가 아닌 후속 절"
"RFP-000012","사업 개요","value_present","산학협력단 정보시스템 운영 용역업체 선정","산학협력단 정보시스템 운영 용역업체 선정","사업명","front_matter","{""document_id"":""RFP-000012"",""file"":""경희대학교_[입찰공고] 산학협력단 정보시스템 운영 용역업체 선정.md"",""heading"":""**1. 사업명 : 산학협력단 정보시스템 운영 용역업체 선정**"",""line"":92}","**1. 사업명 : 산학협력단 정보시스템 운영 용역업체 선정**","","semantic_reviewed","","Markdown 굵게 표시 기호를 값에서 제거","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","문서 앞부분 사업명","산학협력단 정보시스템 운영 용역업체 선정**","본문 서식 기호가 붙은 값"
"RFP-000035","사업 개요","value_present","경영정보시스템 기능개선","경영정보시스템 기능개선","사업명","front_matter","{""document_id"":""RFP-000035"",""file"":""부산관광공사_경영정보시스템 기능개선.md"",""heading"":""## [용역명 : 경영정보시스템 기능개선]"",""line"":4}","## [용역명 : 경영정보시스템 기능개선]","","semantic_reviewed","","문서 변환 과정의 닫는 대괄호를 값에서 제거","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","문서 첫부분 사업명","경영정보시스템 기능개선]","사업명에 붙은 변환 잔여 기호"
"RFP-000072","사업 개요","value_present","아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아)","아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아)","사업명(국문)","front_matter","{""document_id"":""RFP-000072"",""file"":""한국농어촌공사_아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아.md"",""heading"":""<tr><td rowspan=\""13\"">사<br>업<br>개<br>요</td><td>사업명(국문)</td><td colspan=\""2\"">▣ 아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아)</td></tr"",""line"":79}","<tr><td rowspan=""13"">사<br>업<br>개<br>요</td><td>사업명(국문)</td><td colspan=""2"">▣ 아세안+3 식량안보정보시스템(AFSIS) 3단계 협력(캄보디아)</td></tr>","","semantic_reviewed","","표의 항목명과 체크 기호를 제외하고 국문 사업명만 확정","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","사업개요 표의 사업명(국문) 값","사업명(국문) ▣","항목명과 체크 기호가 섞인 값"
"RFP-000100","사업 개요","value_present","한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보시스템 고도화","한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보시스템 고도화","사업명","front_matter","{""document_id"":""RFP-000100"",""file"":""한영대학_한영대학교 특성화 맞춤형 교육환경 구축 - 트랙운영 학사정보.md"",""heading"":""□ 사업명 : 한영대학교 특성화 맞춤형 교육환경 구축 -"",""line"":19}","□ 사업명 : 한영대학교 특성화 맞춤형 교육환경 구축 -
트랙운영 학사정보시스템 고도화","[{""heading"":""트랙운영 학사정보시스템 고도화"",""line"":21,""source_type"":""front_matter""}]","semantic_reviewed","","줄바꿈으로 갈라진 사업명 두 줄을 결합","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","사업개요 절의 사업명과 바로 다음 연속 줄","한영대학교 특성화 맞춤형 교육환경 구축 -","줄바꿈 뒤 사업명 후반이 누락된 값"
"RFP-000007","필수 제출 서류","value_present","기술제안서(실물 USB 포함 및 전자 PDF), 가격제안서","[""기술제안서(실물 USB 포함 및 전자 PDF), 가격제안서""]","제출 서류","body_sentence","{""document_id"":""RFP-000007"",""file"":""KOICA 전자조달_[긴급] [지문] [국제] 우즈베키스탄 열린 의정활동 상하원 .md"",""heading"":""ㅇ 기술제안서 : 실물 기술제안서(USB포함)와 전자 기술제안서(PDF) 병행 제출"",""line"":1869}","ㅇ 기술제안서 : 실물 기술제안서(USB포함)와 전자 기술제안서(PDF) 병행 제출
ㅇ 가격제안서 : 입찰공고서에 의함.
※ 세부 제출 서류 및 제출 일시 등 입찰공고문 참조","[{""heading"":""ㅇ 가격제안서 : 입찰공고서에 의함."",""line"":1877,""source_type"":""body_sentence""},{""heading"":""※ 세부 제출 서류 및 제출 일시 등 입찰공고문 참조"",""line"":1879,""source_type"":""body_sentence""}]","semantic_reviewed","","기술제안서와 가격제안서 명칭을 실제 제출서류로 확정하고 세부 공고 참조를 추가 위치로 보존","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","입찰서(기술제안서 포함) 제출방법 절의 실제 서류명과 세부 공고 참조","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000009","제출 방식","value_present","제안서는 직접 방문 제출(우편 접수 불가)","제안서는 직접 방문 제출(우편 접수 불가)","제안서 제출","body_sentence","{""document_id"":""RFP-000009"",""file"":""경기도 평택시_2024년도 평택시 버스정보시스템(BIS) 구축사업.md"",""heading"":""9) 제출기한 내에 제안서를 제출하지 않은 경우 제안의사가 없는 것으로 간주하며 제안서는 직접 방문 제출하여야 한다.(우편 접수 불가)"",""line"":302}","9) 제출기한 내에 제안서를 제출하지 않은 경우 제안의사가 없는 것으로 간주하며 제안서는 직접 방문 제출하여야 한다.(우편 접수 불가)
2) 제출방법 : 입찰공고 참조","[{""heading"":""2) 제출방법 : 입찰공고 참조"",""line"":103,""source_type"":""body_sentence""}]","semantic_reviewed","","앞부분 공고 참조보다 뒤 본문의 직접 방문·우편 불가 문장을 우선","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제안서 일반 조건에 실제 접수 수단이 명시됨","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000011","필수 제출 서류","external_reference","붙임 참조","[""붙임 참조""]","제출서류","body_sentence","{""document_id"":""RFP-000011"",""file"":""경상북도 봉화군_봉화군 재난통합관리시스템 고도화 사업(협상)(긴급).md"",""line"":1335}","● 제출서류 : 붙임 참조","","semantic_reviewed","현재 문서에는 실제 필수 제출 서류 목록이 없고 붙임 참조 안내만 있어, 연결된 붙임 원문을 확인해야 함","일반 입찰참가신청서 서식을 현재 공고의 제출 목록으로 쓰지 않고 외부 참조로 확정","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제안서 제출 절 L1335가 제출서류의 실제 목록 대신 붙임 확인을 지시함","입찰참가자격 증명서 사본; 인감증명서; 기타 공고로 정한 서류","뒤쪽 빈 입찰참가신청서의 공통 예시이며 현재 공고의 확정 제출 목록이 아님"
"RFP-000020","제출 방식","value_present","국립중앙의료원 재무팀에 제출","국립중앙의료원 재무팀에 제출","제출처","body_sentence","{""document_id"":""RFP-000020"",""file"":""국립중앙의료원_(긴급)「2024년도 차세대 응급의료 상황관리시스템 구축.md"",""heading"":""- 제출처 : 국립중앙의료원 재무팀"",""line"":1623}","- 제출처 : 국립중앙의료원 재무팀
- 제출방법 : 입찰 입찰공고문 참고","[{""heading"":""- 제출방법 : 입찰 입찰공고문 참고"",""line"":1621,""source_type"":""body_sentence""}]","semantic_reviewed","","제출방법의 공고 참조와 함께 현재 문서에 적힌 실제 제출처를 우선","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출방법 참조 바로 다음 줄에 제출처가 명시됨","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000022","제출 방식","value_present","제안서는 온라인 제출","제안서는 온라인 제출","제출방법","body_sentence","{""document_id"":""RFP-000022"",""file"":""국민연금공단_사업장 사회보험료 지원 고시 개정에 따른 정보시스템 보.md"",""heading"":""○ 제안서는 온라인 제출"",""line"":743}","○ 제안서는 온라인 제출
나. 제출처: 입찰공고문 참조
다. 제출서류 및 방법: 입찰공고서 참조(온라인 제출)","[{""heading"":""나. 제출처: 입찰공고문 참조"",""line"":737,""source_type"":""body_sentence""},{""heading"":""다. 제출서류 및 방법: 입찰공고서 참조(온라인 제출)"",""line"":739,""source_type"":""body_sentence""}]","semantic_reviewed","","입찰공고서 참조와 함께 명시된 온라인 제출을 실제 값으로 사용","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","입찰참가 등록 및 구비서류 절에 온라인 제출이 반복 명시됨","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000034","제출 방식","value_present","제안서 및 발표자료 온라인 제출","제안서 및 발표자료 온라인 제출","제안서 제출","body_sentence","{""document_id"":""RFP-000034"",""file"":""문화체육관광부 국립민속박물관_2024년 국립민속박물관 민속아카이브 자.md"",""heading"":""ㅇ 제안서 및 발표자료는 공고서 참조(온라인 제출)"",""line"":1027}","ㅇ 제안서 및 발표자료는 공고서 참조(온라인 제출)
ㅇ 제안서 제출 안내 : 입찰공고서 참조","[{""heading"":""ㅇ 제안서 제출 안내 : 입찰공고서 참조"",""line"":1037,""source_type"":""body_sentence""}]","semantic_reviewed","","공고서 참조와 함께 현재 문서가 밝힌 온라인 제출을 우선","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제출서류 절에 제안서·발표자료의 온라인 제출이 명시됨","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
"RFP-000035","제출 방식","value_present","제출서류는 A4 책자 형태로 입찰 참가용과 기술능력평가용을 별도 제출","제출서류는 A4 책자 형태로 입찰 참가용과 기술능력평가용을 별도 제출","제안서 제출","body_sentence","{""document_id"":""RFP-000035"",""file"":""부산관광공사_경영정보시스템 기능개선.md"",""heading"":""● 제출서류(A4 책자 형태로 입찰 참가용 및 기술능력평가용 별도 제출)"",""line"":994}","● 제출서류(A4 책자 형태로 입찰 참가용 및 기술능력평가용 별도 제출)
● 제출 마감 일시: 공고문 참조
● 제출장소: 공고문 참조","[{""heading"":""● 제출 마감 일시: 공고문 참조"",""line"":990,""source_type"":""body_sentence""},{""heading"":""● 제출장소: 공고문 참조"",""line"":992,""source_type"":""body_sentence""}]","semantic_reviewed","","마감·장소 참조와 별도로 현재 문서가 정한 제출 형태를 실제 값으로 사용","true","태윤님 측 LLM 원문 검수","태윤님 측 LLM","제안서 제출 절에 A4 책자와 용도별 별도 제출 방식이 명시됨","외부 참조만 대표로 잡은 기존 결과","같은 공식 Markdown 안의 실제 값이 외부 참조 안내보다 우선"
